Time,dirty_tips,dirty_trea,ytm_treasury,ytm_synthetic_treasury,price_trea,dirty_price_synthetic_treasury,clean_price_synthetic_treasury,arbitrage_profit_loss,arbitrage_ytm,result10,result11,result12,result13,result14,result15,result16,result17,result18,result19,result20,result21,result22,result23,result24,result25,result26,result27,result28,result29,result30,result31,result32,result33,result34,result35,result36,result37,result38,result39,result40,result41,result42,result43,result44,result45,result46,result47,result48,result49,result50,result51,result52,result53,result54,result55,result56,result57,result58,result59,result60,result61,result62,result63,result64,result65,result66,result67,result68,result69
12-Feb-2014,100.446499482044,99.630859375,0.027926118127684,0.035261135122437,94.8551699556612,93.5528683967625,93.5436156103604,4.77568941933876,0.00733501699475303,125.715486189049,0.385941518511514,0.380571883377984,0.375198395862599,0.369871976423712,0.364621943558593,0.359662100927259,0.354859330494216,0.350283961300967,0.345748213960844,0.341321882085422,0.337064280385198,0.33316413103412,0.329465487223425,0.32612296745393,0.323240349855877,0.321558294194141,0.32085319817614,0.317904400406846,0.31522203050159,-24.3263687070594,0.987475987918104,0.990878008245676,0.992393074250743,0.990372744190189,0.986300747356408,0.979648771920334,0.970419013274072,0.959062482099586,0.949062779388845,0.934941184091377,0.921531228660002,0.905647084174661,0.889561674160566,0.872927910336466,0.855543369813235,0.837738982125051,0.819325060249577,0.803138952746895,0.786768566775924,-0.243404861890491,0.00989058481488486,0.00994428116622016,0.00999801604137401,0.0100512802357629,0.0101037805644141,0.0101533789907274,0.0102014066950578,0.0102471603869903,0.0102925178603916,0.0103367811791458,0.010379357196148,0.0104183586896588,0.0104553451277658,0.0104887703254607,0.0105175965014412,0.0105344170580586,0.0105414680182386,0.0105709559959315,0.0105977796949841
13-Feb-2014,100.811507251381,100.1484375,0.027329400398318,0.0346069342685023,95.3927016800828,94.0809888358529,94.0641745218234,4.75573581991725,0.00727753387018426,125.610550883807,0.38566986881455,0.38005130280048,0.374560725117018,0.369442958669572,0.364353238077947,0.35932971371043,0.354475927666549,0.349969106538556,0.345447852595356,0.340933041292046,0.336717393637189,0.33302934209498,0.329483474400788,0.326157804148842,0.323223005590871,0.321458725337712,0.320790556170638,0.317818024274627,0.315183405088554,-24.2231907528562,0.98794506900179,0.991924053160034,0.993936419596243,0.99196191013164,0.987947635649284,0.98154376467024,0.972998266284882,0.961929991659958,0.952335736349296,0.938653600427971,0.925327841616601,0.909963395255033,0.893582064099135,0.877146728390323,0.859543713140972,0.842422138632713,0.823738175219387,0.808057043145689,0.791714790896698,-0.242355508838069,0.0098933013118545,0.0099494869719952,0.0100043927488298,0.0100555704133043,0.0101064676192205,0.0101567028628957,0.0102052407233345,0.0102503089346144,0.0102955214740464,0.0103406695870795,0.0103828260636281,0.0104197065790502,0.0104551652559921,0.0104884219585116,0.0105177699440913,0.0105354127466229,0.0105420944382936,0.0105718197572537,0.0105981659491145
14-Feb-2014,100.528077520718,100.0546875,0.0274372239557525,0.0346683179581979,95.3518708264794,94.0331799036186,94.0087996944214,4.70281667352059,0.00723109400244537,125.362949499035,0.384882119495685,0.379593748397219,0.374320589618401,0.369095124289835,0.363974763555777,0.359170610373283,0.354453689053194,0.349863513729865,0.345290040587557,0.340853956282388,0.336698389825759,0.332998105304479,0.329446541273515,0.326147324961634,0.323249740945842,0.321523470502864,0.320832739128487,0.317879375830675,0.315201276049331,-23.9781144397406,0.988682209577583,0.992310538160296,0.993954844743835,0.991922797937793,0.98805474307221,0.981382615024475,0.972335703217678,0.961126964067428,0.951771212584515,0.937908412889251,0.924628349892365,0.908917412705009,0.892965386959941,0.876442272315559,0.858575288973681,0.841453843170543,0.823083255615868,0.806826173984754,0.790874797748187,-0.239879494990352,0.00990117880504315,0.00995406251602781,0.010006794103816,0.0100590487571016,0.0101102523644422,0.0101582938962672,0.0102054631094681,0.0102513648627014,0.0102970995941244,0.0103414604371761,0.0103830161017424,0.0104200189469552,0.0104555345872648,0.0104885267503837,0.0105175025905416,0.0105347652949714,0.0105416726087151,0.0105712062416933,0.0105979872395067
17-Feb-2014,100.533257078729,100.0546875,0.0274372239557525,0.0346071240425991,94.0531651311037,94.0877417231456,94.0406736833896,6.0015223688963,0.00716990008684659,125.392885284718,0.38499541424101,0.379514547633536,0.374153066054451,0.369020567299977,0.364001698855786,0.359171365230925,0.3543874723225,0.349722807998827,0.345198607028415,0.34090835590602,0.336802441846145,0.332983640238193,0.329406044768692,0.326224548629076,0.323578843506541,0.222333469485673,0.320868303349425,0.317851512657441,0.315127544352693,-24.0080379517509,0.98856907910964,0.992389492609604,0.994121242549435,0.991996318585493,0.988028419742217,0.981381885764055,0.972398791870015,0.96125888413262,0.951855725537566,0.937859075694594,0.924535689487171,0.908930030293028,0.892999973404851,0.876377742674572,0.858306632680305,0.920680864583013,0.823055487427803,0.806847439994461,0.790929820026803,-0.240178852847176,0.0099000458575899,0.00995485452366464,0.0100084693394555,0.0100597943270002,0.0101099830114421,0.0101582863476907,0.010206125276775,0.0102527719200117,0.0102980139297159,0.0103409164409398,0.0103819755815385,0.0104201635976181,0.0104559395523131,0.0104877545137092,0.0105142115649346,0.0115266653051433,0.0105413169665058,0.0105714848734256,0.0105987245564731
18-Feb-2014,100.777171098066,100.3671875,0.0270782589915735,0.0341572999123216,94.4270671733122,94.503576310751,94.4489404548887,5.94012032668782,0.00707904092074818,125.260386291226,0.38463129342742,0.379367934215259,0.374115238240636,0.368928182745075,0.363818225950637,0.358926925532637,0.354248942793566,0.349813529075482,0.345309083344966,0.340837993734985,0.336706399038959,0.333029272584353,0.329525175366987,0.326329916484451,0.323670253426196,0.220875588847508,0.320863824769311,0.317954402295231,0.315170205255919,-23.8772652598866,0.989061419879904,0.992764645435281,0.994649249693604,0.993173976557716,0.989441365907302,0.983121824662387,0.974296676592969,0.96335747486306,0.954152791009221,0.940198046375776,0.927040441618066,0.9119223609269,0.895459642046422,0.878942830498558,0.861175735311,0.925042256782834,0.825936776016749,0.809855484681509,0.794077473712003,-0.238853862912256,0.0099036870657258,0.00995632065784741,0.0100088476175936,0.0100607181725492,0.0101118177404936,0.0101607307446736,0.0102075105720643,0.0102518647092452,0.0102969091665503,0.0103416200626501,0.0103829360096104,0.0104197072741565,0.0104547482463301,0.0104867008351555,0.010513297465738,0.0115412441115249,0.0105413617523069,0.0105704559770477,0.0105982979474408
19-Feb-2014,100.372647617403,100.093534185083,0.0274012699752411,0.0346696631876546,94.0203908545674,94.0997542543946,94.0375566831278,6.07314333051551,0.00726839321241357,125.233735888616,0.384511539100465,0.378952876616799,0.373591296990506,0.368558538367856,0.36357565138994,0.358696049209153,0.35393849963555,0.349384302510176,0.344810589703655,0.340345879634145,0.336337073320696,0.332841118780926,0.329434082216609,0.326246972875777,0.323565102957723,0.221902846703626,0.320729666648229,0.317895942205227,0.315134113854533,-23.848715219543,0.989022537977404,0.992809970232205,0.994809419656662,0.992673342437016,0.988758328957709,0.982267931478861,0.973214558457372,0.962109573501254,0.952719166642059,0.938772723031551,0.925240935085924,0.909742173771379,0.893436076745908,0.876799480796935,0.858875109997955,0.921659023658259,0.823617069821071,0.807585215992895,0.791709218291802,-0.238587358886162,0.00990488460899536,0.00996047123383201,0.0100140870300949,0.0100644146163214,0.0101142434861006,0.0101630395079085,0.0102106150036445,0.0102561569748982,0.0103018941029634,0.0103465412036585,0.010386629266793,0.0104215888121907,0.0104556591778339,0.0104875302712422,0.0105143489704228,0.0115309715329637,0.0105427033335177,0.0105710405779477,0.0105986588614547
20-Feb-2014,100.10874913674,99.9995683701657,0.0275181672501956,0.034771251405922,93.9472006369291,94.0271036607925,93.9573410000724,6.05236773323664,0.00725308415572634,125.029812408152,0.38405136937521,0.378559238256557,0.373237493658783,0.368253253310491,0.363368977089631,0.358625031439474,0.353977661006817,0.349485772920637,0.344922402069537,0.340430819849454,0.336371651749404,0.332825412273516,0.329411379660884,0.326251440538176,0.323599853893045,0.221552094697426,0.320805574055864,0.317927088912803,0.315141569867378,-23.6451139350644,0.989353203329485,0.993371724197273,0.995000609423414,0.993054990934531,0.988231997350453,0.981797892130097,0.972421675657108,0.961193974756945,0.951534181088265,0.937599010895036,0.924244208257758,0.908619914309335,0.892179857962961,0.875715534636218,0.858037145236425,0.920889738635469,0.822630078341247,0.806715762825305,0.790876959149264,-0.236548124081518,0.00990948630624791,0.00996440761743443,0.0100176250634122,0.0100674674668951,0.0101163102291037,0.0101637496856053,0.0102102233899318,0.0102551422707936,0.0103007759793046,0.0103456918015055,0.010386283482506,0.0104217458772648,0.0104558862033912,0.0104874855946182,0.0105140014610696,0.0115344790530257,0.0105419442594414,0.010570729110872,0.0105985843013262
21-Feb-2014,100.383913156077,100.179040055249,0.0273204202970363,0.034489233008935,94.184267149348,94.2625553192682,94.1852308705841,5.99477290590063,0.00716881271189873,125.083596297805,0.384117190896621,0.378848393566326,0.373586960785042,0.368402909506498,0.363315205932098,0.358456847740998,0.353731270329331,0.34918953379593,0.344711755526283,0.340396122840768,0.336349897385477,0.332674510846596,0.329222107198489,0.326121445769025,0.323528104731194,0.222550769476284,0.320864805818804,0.317870401730509,0.31510645344553,-23.6995870312121,0.989247852468358,0.993163151614373,0.994933896851237,0.99302816171365,0.988840951417849,0.982214490007216,0.972972931444543,0.961840925531585,0.952182092660165,0.93816844976922,0.924907529877207,0.909522798580369,0.893408053820331,0.87684149376601,0.859420553597959,0.921867188480531,0.824375887257462,0.808609001012317,0.792683784532622,-0.237085962978053,0.00990882809103379,0.00996151606433674,0.0100141303921496,0.010065970904935,0.010116847940679,0.01016543152259,0.0102126872967067,0.0102581046620407,0.0103028824447372,0.0103460387715923,0.0103865010261452,0.010423254891534,0.0104577789280151,0.0104887855423097,0.0105147189526881,0.0115244923052372,0.010541351941812,0.0105712959826949,0.0105989354655447
24-Feb-2014,100.506280214088,100.139330110497,0.0273922834800859,0.0346678933632605,94.066468622957,94.1456687724275,94.045652859622,6.07286148754021,0.00727560988317455,125.311731339661,0.384751192574261,0.379234068586881,0.373841776993437,0.368699903243738,0.363659964126134,0.358797539275928,0.354005582784223,0.349362649562924,0.344840619498279,0.340540945740958,0.336512012220339,0.332828598495366,0.329305082366662,0.326106940857556,0.323450763533256,0.223043829884843,0.320719415048709,0.317863226499385,0.315079827849335,-23.9266779124983,0.988535676988892,0.992639226388482,0.99447048607688,0.992715045450052,0.98837250365917,0.981468660616523,0.972323613347101,0.961247837576636,0.951486108612804,0.937447484150629,0.924108920805609,0.908763040398026,0.892584267793465,0.876360639844104,0.858768714945296,0.920689449402839,0.823899191527735,0.80803306419293,0.792152539060242,-0.23936731339661,0.00990248807425739,0.00995765931413119,0.0100115822300656,0.0100630009675626,0.0101134003587387,0.0101620246072407,0.0102099441721578,0.0102563735043708,0.0103015938050172,0.0103445905425904,0.0103848798777966,0.0104217140150463,0.0104569491763334,0.0104889305914244,0.0105154923646674,0.0115195617011516,0.0105428058495129,0.0105713677350061,0.0105992017215066
25-Feb-2014,100.883006733425,100.45942679558,0.0270334779797672,0.0341049027206419,94.5314840462613,94.6074758068355,94.4998976810392,5.92794274931882,0.00707142474087474,125.256426460278,0.384668224168378,0.379434345299853,0.374080044908874,0.368686275580338,0.363492136043381,0.358665329250332,0.353975487622952,0.349428678494729,0.344913175648223,0.340541054832516,0.336407990005404,0.332643062057994,0.329178745350679,0.326113494196651,0.323519976899123,0.223869572661829,0.320978016708302,0.317817653723718,0.315050261813548,-23.8718738896935,0.988757148308049,0.992817893493175,0.994474030580339,0.993211519727718,0.98911307984862,0.982165499119064,0.97358771353201,0.962508940945912,0.952778808184176,0.939278377622624,0.926133267152381,0.911019963761313,0.894971996878702,0.878652225911466,0.861446038525855,0.922987887944019,0.826532418637851,0.810784856829669,0.795121296100567,-0.238814264602776,0.00990331775831622,0.00995565654700147,0.0100091995509113,0.0100631372441966,0.0101150786395662,0.0101633467074967,0.0102102451237705,0.0102557132150527,0.0103008682435178,0.0103445894516748,0.010385920099946,0.0104235693794201,0.0104582125464932,0.0104888650580335,0.0105148002310088,0.0115113042733817,0.010540219832917,0.0105718234627628,0.0105994973818645
