Time,dirty_tips,dirty_trea,ytm_treasury,ytm_synthetic_treasury,price_trea,dirty_price_synthetic_treasury,clean_price_synthetic_treasury,arbitrage_profit_loss,arbitrage_ytm,result10,result11,result12,result13,result14,result15,result16,result17,result18,result19,result20,result21,result22,result23,result24,result25,result26,result27,result28,result29,result30,result31,result32,result33,result34,result35,result36,result37,result38,result39,result40,result41,result42,result43,result44,result45,result46,result47,result48,result49,result50,result51,result52,result53,result54,result55,result56,result57,result58,result59,result60,result61,result62,result63,result64,result65,result66,result67,result68,result69
21-Jul-2004,108.533288043478,102.387019230769,0.0431291601610893,0.0541234526187919,95.1738859890985,96.248166802112,93.3457167968152,7.2131332416707,0.0109942924577027,123.867012097376,1.80501807677687,1.77894704775528,1.75343199572834,1.72750564775053,1.70318137436604,1.67962021551787,1.65699340876421,1.63399515709976,1.61272828558437,1.59299388031977,1.57657477694615,1.5663743547111,1.56119584763566,1.54036877580144,1.52076422234498,1.50246875392347,1.48458868573254,1.46672842506908,1.44936901858102,-21.6786449168919,0.382470448765437,0.408528439067585,0.433720749868246,0.455730204604121,0.473983266162934,0.48888000174465,0.501832709979498,0.513320391305683,0.521432899317859,0.527921434276044,0.530246438097363,0.524894649064288,0.516437877956589,0.519161024613295,0.521147353246273,0.520945711703819,0.519655305524792,0.518508655573807,0.514706114653269,-0.216795120973758,0.00382481923223134,0.0040855295224472,0.00434068004271664,0.00459994352249474,0.00484318625633963,0.00507879784482126,0.00530506591235793,0.0055350484290024,0.0057477171441563,0.00594506119680229,0.00610925223053855,0.00621125645288897,0.00626304152364342,0.0064713122419856,0.00666735777655024,0.0068503124607653,0.00702911314267462,0.00720771574930922,0.00738130981418981
22-Jul-2004,108.666440217391,102.524038461538,0.0429745252661626,0.0535858479455049,95.5221953285558,96.5916035420527,93.6791888697226,7.0018431329827,0.0106113226793423,123.690211080315,1.80242198521571,1.776986635683,1.75189964711455,1.72581678925155,1.70103851728503,1.67697216324158,1.65436896972156,1.63200101081958,1.61105989545481,1.59119846956012,1.57474757814075,1.56510029772494,1.55893948070568,1.53886166288836,1.52041037115177,1.50234098911405,1.48467928025693,1.46703454589608,1.44988210962591,-21.5018509718714,0.385066462443846,0.410488733515142,0.435269296617256,0.457440342041674,0.476148499281412,0.491541306509378,0.504587194917332,0.515486396989754,0.523430672531214,0.530064356438617,0.532561512410528,0.526587492106838,0.518914422308615,0.521051176201779,0.522097698018063,0.521844509051171,0.520509025041718,0.518699103682115,0.515226096426303,-0.215027110803146,0.00385078014784289,0.00410513364317001,0.00435600352885449,0.00461683210748452,0.00486461482714969,0.00510527836758424,0.00533131030278439,0.00555498989180419,0.0057644010454519,0.00596301530439879,0.00612752421859248,0.0062239970227506,0.00628560519294315,0.00648638337111638,0.00667089628848225,0.00685159010885945,0.00702820719743071,0.00720465454103917,0.00737617890374092
23-Jul-2004,108.799592391304,102.645432692308,0.042839407378874,0.0536559172978599,95.4924275437124,96.5584687839834,93.6376605351306,7.15300514859534,0.0108165099189859,123.847965021831,1.80331113460023,1.77604876197377,1.75090319138443,1.72719082048566,1.70388863177595,1.67914822179418,1.65641657089847,1.63524524107316,1.61467481305333,1.59371142900064,1.57553972802942,1.56387659470829,1.55858397579558,1.53773558320314,1.51989054038318,1.50219714278438,1.48489870014665,1.46761265065981,1.45080478763718,-21.6595986032306,0.384177339733812,0.411426550951953,0.436308654721883,0.456161793806918,0.473470037832387,0.489552929447773,0.502574870627362,0.512404055522675,0.520142454503188,0.528139306589672,0.532319762176326,0.52806559089886,0.519679599960357,0.522469069902187,0.523051983325987,0.522666783141209,0.520929681750268,0.519233148458596,0.515701382558222,-0.216604650218315,0.00384188865399774,0.00411451238026235,0.0043659680861557,0.00460309179514342,0.00483611368224045,0.00508351778205824,0.00531083429101533,0.00552254758926835,0.00572825186946673,0.00593788570999362,0.00611960271970577,0.00623623405291708,0.00628916024204424,0.0064976441679686,0.00667609459616816,0.0068530285721562,0.00702601299853348,0.00719887349340187,0.00736695212362822
26-Jul-2004,108.433423913043,102.306490384615,0.0433033986215032,0.054422562838202,95.0585138922132,96.1359890271644,93.1712641541109,7.24797649240217,0.0111191642166988,123.894819049968,1.80480221994625,1.77822057600253,1.75218447507213,1.72568625610642,1.7008824826228,1.67704271058297,1.65478523613774,1.63275537465141,1.61182919080594,1.59165595619461,1.57487191729861,1.56511136079837,1.55882002715616,1.53867401363612,1.52034708104951,1.50198271268249,1.48403618736196,1.46611042057198,1.44868819539433,-21.7064507572062,0.382686299120348,0.409254867232028,0.435028216681414,0.457528112350248,0.4761357760529,0.491110958148122,0.503777697889258,0.514020822401748,0.521908912323429,0.52888904860298,0.531448735462626,0.525520071396286,0.517793399233642,0.519897774613514,0.520646137948959,0.520814903866606,0.519472852442563,0.518188562694733,0.51489272286578,-0.217073190499682,0.00382697780053749,0.00409279423997467,0.00435315524927866,0.0046181374389358,0.00486617517377204,0.00510457289417027,0.00532714763862256,0.00554744625348588,0.00575670809194062,0.00595844043805392,0.00612628082701387,0.00622388639201628,0.00628679972843838,0.00648825986363881,0.00667152918950486,0.00685517287317512,0.00703463812638043,0.00721389579428017,0.00738811804605665
27-Jul-2004,107.566576086957,101.474759615385,0.0443549780126973,0.0561224321274136,94.0284431463339,95.1144993268238,92.1374747332414,7.4463164690507,0.0117674541147164,124.003250506062,1.80579244412021,1.77838208739113,1.75238584184801,1.72708796058865,1.70283451036157,1.67822313090489,1.65512037276657,1.63274511114298,1.61193166299003,1.59209168736633,1.57541354526326,1.56507326398671,1.55994726020838,1.53931244019838,1.52024667033359,1.50188351483394,1.48393817478451,1.46601359189464,1.4485925173609,-21.8148778760417,0.381696104653114,0.409093365534117,0.434826982807609,0.45595985499024,0.473876835839075,0.489333586901344,0.502513130145631,0.512693373183878,0.520192907306242,0.526454075947566,0.528854938621634,0.523081204678212,0.514235541567444,0.516430474520745,0.517648460621906,0.51695482981521,0.515218324605306,0.513676677978772,0.510060446190944,-0.218157505060619,0.00381707555879791,0.00409117912608874,0.0043511415815199,0.00460412039411348,0.00484665489638426,0.00509276869095109,0.00532379627233426,0.00554754888857017,0.00575568337009972,0.00595408312633672,0.00612086454736735,0.00622426736013293,0.00627552739791616,0.0064818755980162,0.00667253329666412,0.00685616485166061,0.00703561825215494,0.00721486408105358,0.007389074826391
28-Jul-2004,108.01222826087,101.736778846154,0.0440422939091349,0.055509240138186,94.4176740582091,95.4906758353561,92.5115868558557,7.3191047879447,0.0114669462290511,124.080261040149,1.80568200260195,1.77924783730791,1.75417473283773,1.72865088752346,1.70399015630709,1.67925402369724,1.65625338855905,1.6340102512513,1.61287157457662,1.592116970782,1.57414507483255,1.56185261457676,1.55834882209352,1.53740881417866,1.51907834117349,1.50169028126658,1.48468702845419,1.46769262711619,1.45116511431355,-21.8918853297076,0.381806542858129,0.408227667562328,0.433065272001968,0.454522165345891,0.472882297328535,0.488795402789655,0.501958985752208,0.512155134312144,0.52011917298772,0.527193810881665,0.530809619338417,0.526807611474075,0.516419869849198,0.518961292729314,0.519477260590202,0.518190965377784,0.515829580466045,0.513640145142428,0.509470107406454,-0.218927610401493,0.00381817997398051,0.0040825216269209,0.00433325267162266,0.00458849112476544,0.00483509843692905,0.00508245976302762,0.00531246611440947,0.00553489748748697,0.00574628425423382,0.00595383029218002,0.00613354925167452,0.00625647385423238,0.00629151177906481,0.00650091185821335,0.00668421658826514,0.0068580971873342,0.00702812971545807,0.00719807372883808,0.0073633488568645
29-Jul-2004,108.254755434783,101.858173076923,0.0439057883073604,0.0553002799665174,94.5600237553897,95.6329492414454,92.6407894990921,7.29814932153339,0.0113944916591571,124.171415458892,1.80809525879706,1.78145055087096,1.75589311962179,1.73014251726135,1.70538341267274,1.68056883117647,1.65730423647779,1.63461485072233,1.61337971772189,1.59287543719998,1.57498211944439,1.56209486571427,1.55976637989628,1.53825220791193,1.51906505649371,1.50160316231276,1.4845285459566,1.4674636544516,1.45086839909754,-21.9830361022732,0.379393359060699,0.406025086162096,0.431369496594006,0.453126926023313,0.471881252178307,0.487809725135504,0.501358415944236,0.51179472498335,0.51981998598025,0.526920610079612,0.530495611170405,0.526797506762896,0.515720832932416,0.518742493400444,0.519915383408627,0.518846662868516,0.516473127285684,0.514437167440507,0.510301541525179,-0.219839154588916,0.00379404741202935,0.00406049449129044,0.00431606880378214,0.00457357482738646,0.00482116587327265,0.00506931168823527,0.00530195763522209,0.00552885149277666,0.00574120282278114,0.00594624562800023,0.00612517880555606,0.00625405134285726,0.00627733620103724,0.00649247792088066,0.00668434943506289,0.00685896837687244,0.00702971454043397,0.00720036345548396,0.0073663160090246
30-Jul-2004,108.778532608696,102.557692307692,0.0430518140828098,0.0540207552909835,95.3632646356439,96.4370829994412,93.4255271762626,7.19442767204836,0.0109689412081737,123.944014329254,1.80501213528721,1.78019891566153,1.75565312963991,1.72913776318794,1.70366776427851,1.67902181234531,1.65613291412078,1.63369275847361,1.61233428072489,1.59160281016235,1.5741736258168,1.56350537948742,1.55813640961759,1.53782997895426,1.51970155900429,1.50156668135968,1.48384182241826,1.46613486559238,1.44892278333977,-21.7556440686804,0.382476390076845,0.407276646273406,0.431665494674535,0.454420321575472,0.473971734757482,0.489964496842179,0.503257767036211,0.513955272426153,0.522417271160387,0.530020755501094,0.533140084022491,0.528423604434877,0.519734746573702,0.522191769516147,0.522892857284053,0.522290206812298,0.520911112281988,0.519346828516765,0.515837099659839,-0.217565143292535,0.00382487864712787,0.00407301084338467,0.00431846870360086,0.00458362236812056,0.00483832235721486,0.00508478187654686,0.00531367085879222,0.00553807241526392,0.00575165719275107,0.00595897189837645,0.00613326374183203,0.00623994620512585,0.00629363590382415,0.00649670021045742,0.00667798440995712,0.00685933318640319,0.00703658177581743,0.00721365134407619,0.00738577216660231
02-Aug-2004,109.006114130435,102.75,0.042858699229305,0.0535416919363541,95.7024094290257,96.7759243395195,93.7258951259902,7.04759057097432,0.0106829927070491,123.851156657772,1.80435942156209,1.7776153856904,1.75203455700106,1.72692879926415,1.70311130467324,1.6792757519853,1.65637091311166,1.63338426470162,1.61195140099045,1.59173642237377,1.57466006128128,1.56350006981021,1.55962781814692,1.53877135050333,1.51956427792633,1.50128324536865,1.48341728527397,1.46557111707783,1.4482254078629,-21.6627901115061,0.383129084220554,0.409860021232744,0.435299966130604,0.456693191225657,0.474676701985459,0.489978997510975,0.503398837261902,0.514695941889254,0.523150654555723,0.530372567345976,0.533550707447288,0.528883620830958,0.519200064617946,0.522083842541928,0.523801872607392,0.523404967427518,0.522006924697878,0.521008855516104,0.517403501544912,-0.216636566577724,0.00383140578437907,0.00409884614309603,0.00435465442998943,0.00460571200735853,0.0048438869532676,0.00508224248014702,0.00531129086888343,0.00554115735298381,0.00575548599009553,0.00595763577626231,0.00612839938718715,0.00623999930189787,0.00627872181853077,0.00648728649496667,0.00667935722073669,0.00686216754631353,0.0070408271472603,0.00721928882922174,0.00739274592137098
03-Aug-2004,109.061141304348,102.918269230769,0.0426659409956232,0.0536175348801016,95.6691828601295,96.7456485600174,93.6809370952227,7.24908637063974,0.0109515938844784,123.93917275862,1.80536509369437,1.77851972788656,1.75288617019767,1.72769092387655,1.70376535552414,1.67981433441829,1.65684004485879,1.63382566776947,1.61225794753202,1.59183208979859,1.57469562646477,1.56388363436204,1.55940369163483,1.53871889147355,1.51970328153348,1.501198948124,1.48311741224909,1.4650585586458,1.44750869827161,-21.7508026917099,0.382123442258445,0.408955733297111,0.434461714961898,0.455974268428576,0.474079300972121,0.489500365040575,0.503293821254577,0.514463116021968,0.523228666083822,0.530799674780476,0.533887426311366,0.528982582152402,0.519950685990856,0.522664548839995,0.52409354261971,0.524334003633261,0.523194254703744,0.522130102909923,0.519192697118674,-0.217516727586202,0.00382134906305634,0.00408980272113438,0.00434613829802328,0.00459809076123445,0.00483734644475859,0.00507685665581711,0.00530659955141209,0.00553674332230535,0.00575242052467977,0.00595667910201409,0.00612804373535234,0.00623616365637963,0.00628096308365171,0.00648781108526451,0.0066779671846652,0.00686301051875996,0.0070438258775091,0.00722441441354203,0.00739991301728392
